#{"t_start": 1706057092.646313, "env_id": "LunarLander-v2"}
r,l,t
-153.898279,85,0.234396
-174.496688,67,0.276142
-156.066733,81,0.326156
-2222.695493,266,0.489705
-115.253256,51,0.533427
-483.067902,82,0.60714
-540.34492,89,0.677112
-115.963751,57,0.710309
-150.498377,73,0.837982
-120.066111,91,0.89219
-108.875858,75,0.938404
-110.349983,53,0.970735
-102.822076,90,1.023328
-120.365289,67,1.064658
-843.614171,104,1.126558
-478.915525,70,1.171361
-328.932723,95,1.236657
-146.161273,69,1.280741
-145.919099,61,1.316475
-152.698115,62,1.354801
-404.212627,80,1.402116
-1242.118805,185,1.51967
-83.140918,53,1.555214
-844.514385,126,1.628407
-233.38289,115,1.707563
-104.903326,59,1.7415
-192.647165,87,1.798566
-145.836958,81,1.84527
-144.796626,58,1.889902
-146.238514,64,1.928474
-139.789371,77,1.976293
-154.296094,59,2.01146
-142.33487,68,2.057971
-114.165729,62,2.098102
-138.831541,58,2.133189
-474.424011,69,2.177116
-600.970232,67,2.217571
-558.836413,104,2.281651
-549.55952,77,2.326944
-121.001874,83,2.375713
-125.075667,73,2.428964
-100.179185,57,2.462533
-133.905296,77,2.513185
-121.893259,55,2.547063
-153.983968,77,2.595526
-582.979789,87,2.646896
-127.070607,68,2.686601
-86.122302,52,2.720285
-497.041671,78,2.77383
-379.857016,85,2.827062
-308.517391,93,2.8823
-134.0513,56,2.91819
-161.080286,83,2.967558
-121.817452,69,3.01144
-119.91512,66,3.051502
-589.408183,74,3.094388
-155.561953,78,3.15091
-135.356668,55,3.183206
-432.302739,113,3.254192
-134.612317,86,3.303624
-168.767547,57,3.343288
-116.746896,61,3.379848
-124.110253,67,3.418465
-131.941826,63,3.459209
-137.237151,66,3.504696
-152.87653,72,3.551264
-112.122738,51,3.582436
-275.269933,87,3.635957
-620.428219,88,3.688278
-107.009488,62,3.725177
-157.683195,72,3.771287
-501.692408,57,3.805211
-145.186382,58,3.850468
-113.685226,85,3.90101
-156.533931,85,3.955739
-125.035199,68,3.997022
-673.681857,126,4.076068
-123.680956,56,4.109625
-126.450814,73,4.157411
-568.987191,65,4.196415
-119.762013,64,4.240397
-90.418683,54,4.276029
-123.090912,52,4.307105
-176.966748,134,4.388586
-205.128463,70,4.429295
-165.150191,77,4.479015
-138.915779,68,4.519285
-176.96008,71,4.56106
-153.28162,64,4.607963
-92.822104,53,4.639047
-166.769653,68,4.682402
-141.661917,74,4.726176
-525.876229,224,4.858514
-594.657633,92,4.916239
-1010.096764,129,4.995046
-179.558493,74,5.039588
-149.561435,79,5.096669
-299.167982,95,5.15291
-3.325257,93,5.211266
-731.586816,93,5.266522
-258.779572,68,5.310305
-425.032778,56,5.344292
-136.638286,70,5.385018
-142.54251,57,5.421835
-84.638811,53,5.459017
-549.294456,76,5.510909
-121.221442,57,5.547592
-104.915838,58,5.581652
-159.188755,66,5.623048
-165.02009,71,5.664914
-3241.795843,315,5.852079
-8.294915,64,5.889505
-130.998536,56,5.932424
-101.627281,85,5.9816
-114.500406,54,6.012308
-117.897939,54,6.04924
-89.376829,54,6.081034
-176.488637,75,6.127299
-880.658578,134,6.2053
-108.181909,59,6.242806
-168.299776,75,6.292785
-77.832024,52,6.322833
-125.960609,64,6.363373
-1322.066176,139,6.449421
-186.61587,85,6.501118
-406.51268,49,6.530496
-458.859003,53,9.610391
-128.376772,60,9.649895
-89.175619,90,9.708523
-489.083313,54,9.740362
-121.486192,67,9.785378
-157.983281,73,9.828544
-110.492528,52,9.863118
-482.166394,87,9.914638
-125.249297,71,9.955382
-92.870273,54,9.993285
-235.146165,82,10.048537
-103.626062,53,10.083135
-141.302599,66,10.123648
-94.458229,52,10.162361
-19.575422,93,10.228939
-133.860666,75,10.275653
-367.440042,85,10.326928
-376.738977,93,10.383209
-103.250318,80,10.43654
-149.767989,76,10.482989
-118.313986,81,10.531299
-121.693342,58,10.564929
-1579.970902,212,10.695001
-1474.58723,320,10.881937
-399.46088,89,10.938725
-148.604007,62,10.974932
-158.550985,62,11.022612
-125.241036,58,11.057295
-107.348082,55,11.089407
-97.605907,81,11.140643
-126.06513,63,11.177596
-305.800727,118,11.250545
-140.153782,66,11.289419
-636.948394,100,11.353205
-127.099285,69,11.400169
-103.70775,61,11.441961
-153.812087,72,11.483767
-92.963448,56,11.521473
-144.528406,71,11.564001
-398.408165,147,11.655293
-151.158034,69,11.696855
-99.944755,60,11.735207
-780.258922,101,11.799703
-116.4023,52,11.834461
-131.13345,54,11.867484
-39.306782,104,11.931735
-126.33151,51,11.962425
-364.592971,90,12.015289
-93.6495,85,12.074428
-113.28266,58,12.110676
-98.031727,87,12.175874
-95.28832,53,12.207334
-126.515323,52,12.242895
-135.004357,53,12.27581
-482.253971,78,12.321393
-184.14639,78,12.370012
-126.914333,64,12.407372
-271.664314,87,12.462059
-137.155188,56,12.502847
-315.314754,123,12.579356
-651.309086,69,12.621347
-494.122393,64,12.662947
-156.22887,80,12.710021
-123.512157,69,12.749865
-568.813254,77,12.799568
-117.624642,75,12.843841
-141.816673,60,12.889503
-114.756306,51,12.919828
-87.576137,54,12.950938
-248.804245,93,13.00795
-572.467843,73,13.051385
-148.217163,76,13.100258
-151.343593,56,13.134232
-175.035307,72,13.179044
-124.644371,96,13.242469
-141.984851,70,13.286122
-141.073913,58,13.322447
-121.341373,51,13.352504
-128.105996,79,13.402752
-116.849674,79,13.44851
-42.773908,67,13.491911
-420.376575,358,13.703954
-601.308239,62,13.748803
-166.24043,87,13.803243
-147.014926,61,13.839919
-281.815216,71,13.882567
-116.787714,66,13.92425
-120.597163,73,13.966384
-101.918196,54,14.000382
-114.556137,64,14.038357
-84.065928,53,14.07759
-329.217684,101,14.140338
-157.470518,72,14.182386
-133.129403,54,14.217997
-331.953112,66,14.258178
-147.647223,85,14.31134
-892.015702,284,14.481175
-36.956065,72,14.525988
-392.215604,90,14.586402
-101.393882,50,14.619444
-99.091451,53,14.651937
-121.447982,71,14.694079
-139.263801,79,14.74241
-137.169875,64,14.781172
-303.495026,85,14.834517
-1097.641798,146,14.924627
-130.112827,65,14.968879
-114.071596,88,15.022693
-128.458609,57,15.057318
-123.099275,75,15.102005
-396.558888,118,15.174446
-638.65718,114,15.244188
-903.897137,120,15.315976
-642.358586,72,15.361228
-149.249587,67,15.408882
-113.98496,57,15.445301
-797.496993,95,15.50285
-614.59633,63,15.543157
-137.112097,84,15.592945
-95.526431,57,15.626407
-104.234141,81,15.676379
