#{"t_start": 1706042824.4460216, "env_id": "InvertedDoublePendulumBulletEnv-v0"}
r,l,t
343.976231,37,1.739726
344.073839,37,1.75405
418.501793,45,1.770984
316.238237,34,1.783629
287.877039,31,1.798193
324.824239,35,1.81261
427.9299,46,1.835012
306.650048,33,1.848131
316.016986,34,1.864064
241.06913,26,1.874016
409.107638,44,1.891443
241.587443,26,1.901429
269.654386,29,1.916264
213.05271,23,1.925232
269.124652,29,1.940677
287.697861,31,1.95246
250.417915,27,1.965137
344.00804,37,1.979625
325.361864,35,1.993103
250.779662,27,2.003387
222.505324,24,2.015658
371.923073,40,2.035882
362.489281,39,2.053292
278.652039,30,2.064592
399.827058,43,2.083971
250.534089,27,2.09504
278.88136,30,2.107241
315.711901,34,2.120013
241.512076,26,2.136324
362.444791,39,2.152541
380.895947,41,2.168686
343.276095,37,2.182159
315.573172,34,2.199054
287.600997,31,2.210473
278.589838,30,2.221543
250.522641,27,2.231511
306.681014,33,2.250814
268.839556,29,2.262581
381.805593,41,2.278772
334.656831,36,2.292457
278.284519,30,2.306899
287.72896,31,2.319481
222.677011,24,2.328924
437.167066,47,2.352377
325.218684,35,2.371131
287.895629,31,2.382791
325.237399,35,2.397408
492.608683,53,2.417262
222.616608,24,2.429013
363.086814,39,2.448325
315.763982,34,2.463073
334.63605,36,2.476441
428.17643,46,2.49712
278.036568,30,2.510018
240.987822,26,2.520592
250.281109,27,2.531001
268.921531,29,2.54936
194.33456,21,2.557659
232.039802,25,2.567916
241.571702,26,2.579937
278.301843,30,2.594593
353.090164,38,2.610746
259.791791,28,2.621304
352.995125,38,2.636088
325.479042,35,2.656079
484.701368,52,2.677917
203.875853,22,2.686527
325.418751,35,2.699444
222.411548,24,2.711306
389.8528,42,2.72837
297.358792,32,2.741522
241.233924,26,2.75141
231.815049,25,2.767028
231.897906,25,2.776993
269.00978,29,2.788628
297.178498,32,2.800876
232.308506,25,2.813429
409.65843,44,2.830865
250.525044,27,2.841991
325.504417,35,2.855316
185.259607,20,2.869238
362.507103,39,2.88412
352.891605,38,2.899513
260.010164,28,2.91086
428.115375,46,2.931342
288.116533,31,2.943786
577.717354,62,2.969898
473.570413,51,2.988805
297.034515,32,3.006496
268.924602,29,3.01913
362.108001,39,3.035713
269.051143,29,3.047141
250.436344,27,3.06188
260.270356,28,3.075519
203.776231,22,3.084273
278.585698,30,3.096157
213.080914,23,3.107865
437.40879,47,3.127904
297.164304,32,3.140012
278.550221,30,3.151278
222.54453,24,3.162692
334.913692,36,3.18059
278.324147,30,3.193115
277.848088,30,3.204591
325.294506,35,3.221755
222.68729,24,3.232151
306.204238,33,3.244624
287.981319,31,3.256058
484.332142,52,3.28289
343.93812,37,3.298086
325.258446,35,3.311202
287.552569,31,3.322753
185.184992,20,3.333932
398.980413,43,3.353502
250.499127,27,3.363986
232.210982,25,3.373439
334.689964,36,3.394289
296.934934,32,3.406388
296.927322,32,3.418246
399.671327,43,3.433891
269.157068,29,3.448522
185.262642,20,3.457521
278.512666,30,3.470343
250.651655,27,3.483933
213.277147,23,3.495357
231.303557,25,3.50616
390.802202,42,3.522195
241.399412,26,3.532281
353.583689,38,3.550894
222.681732,24,3.560576
297.181857,32,3.573691
269.164881,29,3.590469
269.148166,29,3.606532
315.809126,34,3.619885
315.815713,34,3.633706
232.071229,25,3.643917
185.390632,20,3.655969
278.234243,30,3.668092
287.839295,31,3.679533
259.603546,28,3.693139
363.125539,39,3.711507
231.824875,25,3.721779
194.754672,21,3.729839
325.488137,35,3.742994
324.857919,35,3.760953
288.150369,31,3.772619
231.972105,25,3.781922
222.255202,24,3.790878
436.789391,47,3.816974
250.690535,27,3.828601
287.684192,31,3.840435
297.379551,32,3.852798
427.230879,46,3.875471
185.379872,20,3.88407
231.676815,25,3.894865
344.071263,37,3.916682
232.041754,25,3.929441
222.514455,24,3.938524
343.686,37,3.953671
334.912943,36,3.967342
353.152042,38,3.986703
259.58238,28,3.997912
316.060687,34,4.016412
250.377548,27,4.02667
222.525276,24,4.039607
259.945169,28,4.050987
287.74941,31,4.062287
409.585873,44,4.078311
315.971783,34,4.095522
315.909256,34,4.114768
409.379352,44,4.133171
241.309206,26,4.143713
259.896081,28,4.157147
250.574202,27,4.167153
241.00499,26,4.178069
250.358307,27,4.188366
389.941271,42,4.20886
213.257916,23,4.223866
231.71966,25,4.233259
250.860858,27,4.244268
222.509342,24,4.256341
241.191558,26,4.266968
399.908816,43,4.283844
241.140403,26,4.293527
353.098186,38,4.312357
316.184008,34,4.329771
203.823358,22,4.338983
324.776413,35,4.352208
437.251074,47,4.375206
231.554412,25,4.385484
203.755201,22,4.393992
269.513892,29,4.404918
278.700723,30,4.424868
259.705674,28,4.435598
231.761734,25,4.445031
324.760984,35,4.458654
362.84556,39,4.476888
287.948635,31,4.489623
362.534879,39,4.504326
231.825926,25,4.514278
390.041753,42,4.538113
371.733859,40,4.554329
316.116862,34,4.567514
287.836142,31,4.579006
343.962449,37,4.597041
222.439014,24,4.606985
222.75909,24,4.616903
334.374266,36,4.636848
288.15574,31,4.653497
287.772492,31,4.665251
296.945723,32,4.678332
250.330157,27,4.688886
306.797882,33,4.704908
278.358639,30,4.716667
222.758167,24,4.725492
241.198819,26,4.739347
259.828467,28,4.753242
260.02043,28,4.76424
203.890225,22,4.77335
269.070881,29,4.784249
315.829938,34,4.800088
522.124006,56,4.821574
259.758846,28,4.831971
381.433372,41,4.852229
297.00491,32,4.866745
297.102329,32,4.87976
250.857545,27,4.890065
250.932141,27,4.900097
250.478973,27,4.912857
241.157302,26,4.92369
213.29534,23,4.932753
213.315905,23,4.946276
203.760302,22,4.95853
250.500028,27,4.969835
231.966779,25,4.979519
362.125403,39,4.995138
241.521471,26,5.00869
241.414223,26,5.020027
268.896916,29,5.03182
222.402977,24,5.041483
259.956363,28,5.061962
259.725934,28,5.074188
316.165775,34,5.091152
250.473464,27,5.101817
250.574337,27,5.114813
343.601714,37,5.13109
325.241108,35,5.145329
287.476289,31,5.161208
222.170445,24,5.175437
371.981297,40,5.190322
268.995564,29,5.203729
315.703855,34,5.216936
473.717788,51,5.240952
231.817574,25,5.250488
278.699876,30,5.267406
296.941154,32,5.280642
325.346377,35,5.297391
203.98166,22,5.305873
278.933971,30,5.318175
343.979593,37,5.33269
296.712092,32,5.348809
381.050407,41,5.368383
297.067673,32,5.380966
315.439289,34,5.394791
203.734908,22,5.405931
343.365685,37,5.42123
278.338702,30,5.432927
428.374813,46,5.450143
250.558524,27,5.46651
250.695733,27,5.477646
203.742503,22,5.487335
278.203696,30,5.498989
409.82468,44,5.520182
194.52639,21,5.52815
306.501425,33,5.540425
222.502152,24,5.549507
278.158012,30,5.564078
315.767772,34,5.581367
213.049796,23,5.590946
250.322171,27,5.603052
306.629964,33,5.619804
232.090468,25,5.629156
194.284927,21,5.637282
250.363857,27,5.648077
278.472572,30,5.661895
352.940619,38,5.681095
288.088814,31,5.693497
353.077248,38,5.707875
185.113077,20,5.718542
344.182583,37,5.733327
474.829181,51,5.754023
399.607726,43,5.770386
231.828629,25,5.785832
409.025833,44,5.804171
287.800347,31,5.816574
288.160973,31,5.828181
288.134098,31,5.843071
287.948243,31,5.85603
241.301706,26,5.866791
390.848468,42,5.886385
231.643132,25,5.899944
315.724895,34,5.912796
315.443901,34,5.927133
381.625069,41,5.94266
362.584732,39,5.961337
269.180834,29,5.972334
325.030362,35,5.988709
203.76936,22,5.99729
213.18387,23,6.008553
203.58748,22,6.01814
194.427184,21,6.026682
260.058161,28,6.037497
269.284061,29,6.052073
231.460255,25,6.063465
344.037008,37,6.079083
315.876466,34,6.095138
241.806807,26,6.330771
129.599083,14,6.484314
148.088547,16,6.669254
129.52246,14,6.826393
138.592115,15,6.993539
139.008277,15,7.162426
148.400431,16,7.339246
129.583577,14,7.497107
148.046135,16,7.700275
148.187692,16,7.957347
129.653863,14,8.15263
138.823905,15,8.338685
148.14232,16,8.563777
138.699135,15,8.758359
129.629458,14,8.911875
138.764649,15,9.089921
139.005282,15,9.257921
138.819055,15,9.427673
138.860227,15,9.596984
138.853439,15,9.760798
148.245655,16,9.950063
148.310669,16,10.129297
138.821998,15,10.292593
138.808753,15,10.45958
129.581539,14,10.617008
148.495439,16,10.796179
129.653819,14,10.948941
157.50751,17,11.133304
129.575003,14,11.292647
139.098253,15,11.458266
148.461948,16,11.635228
138.818264,15,11.800842
129.693069,14,11.959002
138.771771,15,12.126356
148.079373,16,12.29962
138.699756,15,12.462945
138.798405,15,12.634087
139.105756,15,12.799077
148.344405,16,12.972411
148.46541,16,13.151919
129.538134,14,13.312989
138.789349,15,13.477057
148.083991,16,13.656098
148.269038,16,13.838079
148.211861,16,14.017812
148.321936,16,14.199952
138.892574,15,14.374367
148.31584,16,14.593199
139.001341,15,14.770407
139.028698,15,14.938393
157.585596,17,15.137481
129.493723,14,15.298006
138.935651,15,15.471639
157.520636,17,15.667505
138.935025,15,15.854792
139.115914,15,16.100651
148.156503,16,16.337856
138.893285,15,16.508358
129.551949,14,16.670833
148.356023,16,16.853818
148.415511,16,17.038012
129.540645,14,17.204399
139.114488,15,17.448333
148.328063,16,17.750226
148.489222,16,17.988637
148.11559,16,18.171656
139.123603,15,18.350391
129.588803,14,18.524617
148.286787,16,18.718345
148.029875,16,18.897261
138.94374,15,19.074993
138.808552,15,19.275155
148.222829,16,19.479975
138.791114,15,19.660784
139.161128,15,19.829013
148.178431,16,20.012384
148.258407,16,20.215098
157.464742,17,20.440329
129.629604,14,20.601907
139.084215,15,20.778539
138.895135,15,20.962264
148.319708,16,21.154625
138.793136,15,21.326852
138.697446,15,21.498351
138.90018,15,21.669301
129.634641,14,21.827475
148.414377,16,22.008289
139.122688,15,22.21502
148.132009,16,22.401427
138.71998,15,22.574082
148.359321,16,22.757357
138.769821,15,22.925395
148.222294,16,23.120688
148.528783,16,23.331683
139.091719,15,23.517681
139.03336,15,23.689782
148.366693,16,23.883575
148.124604,16,24.062845
138.656036,15,24.237004
138.901188,15,24.409911
138.729035,15,24.582158
139.079946,15,24.75549
129.628495,14,24.916393
148.43857,16,25.096312
148.244151,16,25.291156
138.703279,15,25.462788
148.325986,16,25.64354
138.795753,15,25.825696
148.194686,16,26.026864
