#{"t_start": 1706117196.88173, "env_id": "LunarLander-v2"}
r,l,t
-403.442362,56,0.219799
-395.576146,81,0.270165
-721.700804,84,0.322957
-756.685958,76,0.37029
-143.775075,60,0.406255
-535.661951,86,0.461421
-567.592875,75,0.535122
-706.812057,111,0.643843
-1011.31384,138,0.766178
-136.790998,90,0.823103
-787.851936,81,0.878739
-133.916203,75,0.923841
-594.879908,62,0.965076
-360.615883,50,0.996802
-394.211405,51,1.027208
-316.474444,51,1.065125
-771.749603,84,1.200699
-207.231615,72,1.241751
-528.289163,71,1.288903
-538.370286,65,1.327762
-507.564261,71,1.373311
-324.658657,63,1.412811
-507.66031,64,1.450885
-127.935531,54,1.490723
-414.375453,52,1.521711
-597.306095,66,1.564245
-573.87864,65,1.603852
-149.814064,82,1.650404
-120.471658,88,1.706016
-408.088099,51,1.73731
-563.642862,75,1.789688
-421.903418,53,1.822999
-533.080103,57,1.865005
-713.600709,74,1.915934
-432.098108,105,1.981781
-798.392909,82,2.033018
-283.498208,49,2.062156
-557.136607,74,2.109329
-168.198106,70,2.151305
-130.623643,56,2.183842
-368.003604,81,2.235197
-147.034667,63,2.27186
-299.054436,62,2.312138
-217.494017,68,2.352657
-146.916201,75,2.400934
-735.723211,137,2.480587
-756.199801,85,2.538929
-344.709985,51,2.571188
-178.042901,71,2.627414
-440.747798,51,2.659475
-138.615053,57,2.694895
-705.923185,78,2.746649
-892.754673,129,2.830716
-644.745,72,2.876251
-162.87757,58,2.90998
-135.691837,61,2.952175
-708.79519,81,3.001809
-107.108982,80,3.054354
-400.558212,57,3.089473
-408.580335,89,3.146923
-529.338548,67,3.187374
-129.798294,56,3.220592
-704.403816,77,3.270366
-114.72197,64,3.307584
-521.076505,76,3.362145
-121.757864,80,3.408738
-676.093803,74,3.456704
-128.844023,51,3.48803
-122.846821,54,3.520079
-214.547714,89,3.577514
-40.521088,75,3.621206
-115.413171,61,3.65964
-97.993255,52,3.690845
-160.316893,78,3.735616
-96.382878,53,3.769052
-181.680789,62,3.80627
-439.922507,57,3.840073
-121.429452,81,3.892375
-149.88445,56,3.926255
-535.814135,59,3.965925
-348.588331,92,4.025831
-475.354415,107,4.09521
-663.084254,66,4.135364
-142.447007,92,4.195449
-731.05084,83,4.244511
-462.445198,59,4.283648
-805.51885,81,4.331978
-670.034669,117,4.403943
-217.373986,82,4.452062
-341.567665,50,4.487328
-173.054114,72,4.529773
-345.473963,54,4.561844
-95.035597,53,4.5966
-110.208722,75,4.640466
-103.43445,52,4.6707
-92.71601,56,4.70791
-83.630773,51,4.744071
-299.410879,73,4.797072
-500.218456,70,4.840047
-120.602914,64,4.879908
-126.970609,51,4.913148
-578.804124,90,4.967877
-472.67081,77,5.016338
-683.198165,71,5.059533
-244.250365,56,5.095774
-149.173106,57,5.129913
-139.413545,74,5.172682
-373.094693,72,5.217772
-116.722957,56,5.250923
16.419948,81,5.300538
-124.017142,68,5.340832
-52.183988,56,5.373626
-106.732827,55,5.417244
-153.999033,64,5.454328
-479.138516,90,5.509246
-131.525027,63,5.546619
-749.718138,104,5.610775
-493.488428,74,5.654417
-552.051293,76,5.699458
-114.36781,57,5.735645
-137.420963,55,5.768843
-128.523194,53,5.800571
-182.020809,77,5.852899
-537.328713,65,5.89308
-127.08664,52,5.926188
-66.313017,80,5.975343
-128.416748,77,6.023571
-95.805228,57,6.057604
-118.188671,74,6.107707
-108.65799,62,6.147205
-113.388132,70,6.189992
-437.113175,68,6.232791
-96.474167,91,6.286502
-106.999043,84,6.340433
-82.328392,52,6.372555
-100.691173,61,6.408491
-140.084997,72,6.453562
-125.955993,54,6.486451
-2360.732875,251,6.635302
-145.81018,64,6.679138
-506.768084,59,6.71463
-120.856488,59,6.752256
-602.805244,63,6.796095
-281.930138,87,6.851589
-140.523754,68,6.901327
-136.376729,66,6.941203
-544.044838,87,6.996976
-131.909319,57,7.031321
