#{"t_start": 1706166606.063004, "env_id": "InvertedDoublePendulumBulletEnv-v0"}
r,l,t
250.530946,27,0.636155
278.325788,30,0.652117
194.489694,21,0.663561
278.137482,30,0.677828
260.091998,28,0.697
315.831711,34,0.711818
175.767477,19,0.719121
259.917039,28,0.734464
334.527053,36,0.752588
260.001429,28,0.764496
250.633795,27,0.774756
315.846919,34,0.787255
185.148574,20,0.797809
343.994456,37,0.811978
278.461239,30,0.822776
315.462031,34,0.840203
259.782815,28,0.853586
334.50111,36,0.86748
372.242068,40,0.883299
213.069713,23,0.891512
231.992629,25,0.903992
334.753295,36,0.91774
325.263002,35,0.930971
297.083504,32,0.943279
287.813288,31,0.960225
203.894079,22,0.968962
241.124334,26,0.97861
390.782067,42,0.993998
278.111993,30,1.008777
390.687611,42,1.024792
222.565873,24,1.034156
353.244041,38,1.047884
297.065441,32,2.970668
268.76838,29,2.982288
231.969674,25,2.991953
231.44093,25,3.001271
297.164579,32,3.017203
381.597698,41,3.032986
213.371048,23,3.041253
241.291611,26,3.05082
213.227963,23,3.062808
287.672678,31,3.074841
269.444427,29,3.089327
390.79143,42,3.105292
296.8849,32,3.121117
278.458432,30,3.132653
231.655996,25,3.141715
213.0517,23,3.150464
278.785351,30,3.164648
222.427228,24,3.173371
269.428382,29,3.184674
390.211913,42,3.202957
306.582641,33,3.218441
343.30917,37,3.232901
241.272416,26,3.242585
278.642976,30,3.253796
269.443704,29,3.26919
390.899964,42,3.285067
259.81587,28,3.299546
671.288584,72,3.324766
269.111364,29,3.339511
185.154572,20,3.347825
343.580918,37,3.361553
278.398212,30,3.37245
222.562051,24,5.078856
212.813437,23,5.088186
232.072345,25,5.098027
277.954518,30,5.108884
250.209593,27,5.12694
288.053671,31,5.139104
222.024687,24,5.14844
231.877066,25,5.158136
241.214459,26,5.17159
213.032468,23,5.180773
212.991704,23,5.189573
371.041138,40,5.204315
408.550759,44,5.224667
250.418032,27,5.239421
316.197322,34,5.253203
231.697901,25,5.263095
278.428415,30,5.279093
203.843757,22,5.287749
231.936024,25,5.297547
250.883784,27,5.307208
268.788689,29,5.321397
278.595057,30,5.33256
324.617985,35,5.348608
269.368626,29,5.359348
297.317122,32,5.374124
288.014039,31,5.386037
212.570274,23,5.395355
185.394544,20,5.40279
381.024225,41,5.421571
259.953024,28,5.433142
353.718232,38,5.447085
380.7869,41,5.465676
250.393568,27,5.479088
204.163072,22,5.487436
371.313872,40,5.502635
241.191152,26,7.16053
315.752318,34,7.178716
334.286598,36,7.197219
240.934631,26,7.206821
315.85469,34,7.220002
353.231956,38,7.238801
316.191233,34,7.25209
212.962659,23,7.260817
306.157341,33,7.272936
259.83753,28,7.287742
435.746498,47,7.310365
232.203565,25,7.321162
213.378763,23,7.329774
232.049102,25,7.343551
278.500431,30,7.354996
306.610149,33,7.36824
315.975092,34,7.381523
240.593782,26,7.394913
241.233341,26,7.408679
203.791084,22,7.418215
306.446958,33,7.432285
315.804987,34,7.448753
250.396847,27,7.458971
325.244498,35,7.472035
241.018858,26,7.482273
306.148549,33,7.499013
287.701469,31,7.510737
212.906943,23,7.522812
194.706326,21,7.531533
315.900987,34,7.548048
241.39782,26,7.558001
344.075795,37,7.571905
297.203786,32,7.583896
297.077106,32,9.380312
287.539194,31,9.394084
184.767929,20,9.403494
315.832484,34,9.421069
194.670161,21,9.432734
353.098155,38,9.448786
343.872601,37,9.463078
352.910871,38,9.477681
268.787048,29,9.491746
297.381776,32,9.503227
362.259847,39,9.522279
185.390459,20,9.530292
278.660363,30,9.546324
287.960863,31,9.559324
250.073481,27,9.569257
297.138354,32,9.582052
232.068704,25,9.595315
240.796608,26,9.6051
325.182068,35,9.618115
241.310464,26,9.628431
213.212483,23,9.643414
278.18719,30,9.654461
297.12437,32,9.666172
371.664303,40,9.681134
241.176706,26,9.695393
194.454805,21,9.702915
185.265576,20,9.710963
325.185056,35,9.724202
203.864155,22,9.734916
241.429865,26,9.748934
268.942702,29,9.759847
409.443595,44,9.777155
260.041495,28,9.791287
222.502903,24,9.800072
269.101227,29,11.516405
400.5643,43,11.533745
240.765183,26,11.547062
250.519704,27,11.558692
269.321427,29,11.569856
204.047533,22,11.578908
278.576905,30,11.598628
315.59226,34,11.613245
334.958058,36,11.627727
306.10287,33,11.640589
213.003733,23,11.652768
250.635184,27,11.663295
213.520307,23,11.672238
212.87668,23,11.680647
287.620868,31,11.696605
203.73594,22,11.708295
400.057945,43,11.725317
213.390139,23,11.733575
334.490287,36,11.752327
297.159708,32,11.764694
334.184925,36,11.778214
362.388384,39,11.792041
250.581902,27,11.806187
325.161683,35,11.825433
287.912452,31,11.838898
334.860946,36,11.852406
