#{"t_start": 1706037388.4395366, "env_id": "LunarLander-v2"}
r,l,t
-546.616211,66,1.508914
-136.80609,64,1.540421
-325.826161,50,1.565839
-319.02353,55,1.596101
-168.486486,63,1.62831
-537.395747,68,1.662035
-97.599111,54,1.691689
-1773.038921,178,1.782125
-638.522637,96,1.828416
-750.417314,82,1.86896
-387.82745,49,1.896652
-455.342976,81,1.936959
-286.351638,79,1.988382
-500.349875,79,2.027871
-309.715352,56,2.055129
-789.916718,84,2.098715
-590.735118,58,2.1325
-460.85376,72,2.16899
-357.208824,91,2.217697
-398.505856,54,2.246379
-196.50582,101,2.300486
-164.274022,81,2.340307
-182.530256,83,2.380272
-121.952779,57,2.410658
-557.983055,68,2.449962
-122.886931,68,2.483046
-399.399427,57,2.513438
-145.124422,59,2.542313
-536.296528,68,2.57552
-556.053038,68,2.61061
-386.61845,70,2.644954
-126.381558,80,2.68304
-294.488642,67,2.717506
-144.097132,52,2.743756
-71.985689,72,2.777926
-102.895656,57,2.807633
-198.216424,88,2.860052
-347.421244,84,2.900413
-157.640931,64,2.93386
-154.472985,64,2.966353
-142.732544,65,2.998326
-356.243557,55,3.028564
-208.481,87,3.070989
-165.103214,76,3.106483
-491.524026,68,3.142582
-945.326509,83,3.184417
-497.529273,85,3.229639
-166.419095,71,3.264626
-355.655615,54,3.297689
-146.4435,65,3.331409
-465.481879,63,3.363444
-170.468166,68,3.395495
-100.981468,57,3.424993
-124.774023,53,3.451466
-99.358074,59,3.481034
-389.845266,78,3.517292
-183.131911,90,3.563208
-150.35953,67,3.595182
-812.705269,79,3.635352
-782.26979,79,3.67499
-17.117033,102,3.733392
-72.700679,81,3.773844
-103.405031,55,3.800495
-166.384634,86,3.843566
-679.669425,80,3.884936
-163.74503,51,3.909426
-335.151071,57,3.939614
-374.897335,64,3.971603
-368.200915,51,3.997596
-529.208813,58,4.025574
-2137.554002,218,4.132695
-148.642521,89,4.179621
-426.770611,50,4.21108
-134.93654,55,4.241076
-809.1061,124,4.305974
-121.178071,71,4.342085
-132.26569,64,4.376884
-154.375321,57,4.406121
-207.934032,78,4.442832
-75.919222,153,4.518363
-153.139701,69,4.551114
-328.637297,105,4.605687
-147.814194,82,4.64389
-581.756895,62,4.677965
-1754.237955,146,4.754442
-2459.749116,213,4.873351
-566.210453,68,4.909298
-1566.135126,176,4.996407
-533.792981,107,5.049424
-199.287419,71,5.085853
-94.252792,89,5.128209
-179.05471,82,5.167794
-98.658569,60,5.199003
-156.319903,71,5.234342
-403.285074,77,5.272736
-295.742834,74,5.31295
-159.14092,61,5.351527
-159.252113,63,5.389434
-151.888626,88,5.432054
-157.168095,70,5.464854
-76.250324,102,5.518871
-285.811427,146,5.590057
-82.332652,83,5.631792
-285.992397,140,5.698955
-114.570413,88,5.742078
-411.109456,113,5.797953
-153.134879,70,5.832968
-338.944369,71,5.868587
-132.291734,69,5.912217
-125.124164,125,5.971266
-151.435268,58,6.004122
-58.601114,138,6.069355
-121.980695,61,6.100871
-112.742809,77,6.138674
-1936.890688,197,6.238725
-292.785756,61,6.271261
-131.112944,78,6.311098
-279.551163,90,6.354375
-266.133333,137,6.421902
-1105.23434,229,6.535561
-575.141327,90,6.585988
-133.638851,65,6.620175
-213.272129,68,6.65376
-412.881465,72,6.688885
-1081.962596,292,6.839788
-84.894515,75,6.878085
-176.639383,87,6.91939
-105.199415,82,6.961924
-193.454076,95,7.00974
-158.395185,62,7.043733
-122.853208,60,7.074048
