#{"t_start": 1706063657.427649, "env_id": "InvertedDoublePendulumBulletEnv-v0"}
r,l,t
409.151008,44,0.684925
287.516339,31,0.699479
306.427771,33,0.722051
334.835287,36,0.751134
306.890707,33,0.772036
241.43149,26,0.782258
269.021323,29,0.792618
203.784271,22,0.801901
268.920101,29,0.817025
399.809855,43,0.833082
240.820313,26,0.84235
212.707085,23,0.851164
334.301947,36,0.866929
259.995379,28,0.87669
353.467065,38,0.894083
213.23099,23,0.903663
241.076235,26,0.917334
353.42195,38,0.931653
241.420076,26,0.94091
278.31882,30,0.952338
231.717433,25,0.964777
241.288332,26,0.973725
222.402744,24,0.986655
269.209849,29,0.997726
559.269315,60,1.022659
231.828802,25,1.032039
399.790791,43,1.046901
278.478293,30,1.05772
259.354902,28,1.070922
297.130473,32,1.083678
287.647958,31,1.100336
306.390539,33,1.112064
232.270665,25,1.125497
260.131076,28,1.136339
203.795138,22,1.144122
297.256928,32,1.156029
185.084201,20,1.166402
399.919438,43,1.182125
297.236913,32,1.193472
260.242715,28,1.207344
278.585618,30,1.222103
278.747886,30,1.233219
231.6925,25,1.242186
296.809291,32,1.254142
203.959221,22,1.264847
175.853987,19,1.272229
260.176845,28,1.282021
250.15857,27,1.292195
362.850837,39,1.309583
241.293488,26,1.323538
231.562786,25,1.333096
212.921324,23,1.341279
250.380952,27,1.354944
316.187432,34,1.36758
371.776684,40,1.38152
278.518764,30,1.392217
269.040172,29,1.40578
306.539912,33,1.417509
315.682171,34,1.430131
232.079116,25,1.44178
278.421406,30,1.456659
259.955897,28,1.467448
166.622352,18,1.474149
315.87023,34,1.488093
203.879357,22,1.501257
250.535102,27,1.511872
250.208101,27,1.522152
315.744066,34,1.534666
371.936551,40,1.55478
259.803774,28,1.564714
288.019494,31,1.575797
334.582581,36,1.588808
371.888,40,1.606432
241.514498,26,1.615821
231.91839,25,1.624845
260.17873,28,1.635766
268.633818,29,1.65301
381.102278,41,1.667884
175.844399,19,1.675178
474.946963,51,1.694005
297.595074,32,1.71102
363.290323,39,1.725797
203.651487,22,1.734517
334.811526,36,1.748229
343.776276,37,1.770005
240.807986,26,1.780216
259.628066,28,1.790629
222.671393,24,1.799471
306.496375,33,1.814408
381.49367,41,1.829373
241.245704,26,1.839198
287.957814,31,1.850465
250.451121,27,1.863814
334.6094,36,1.877368
212.862966,23,1.890585
390.101976,42,1.905814
288.297157,31,1.920069
296.953787,32,1.931158
353.263906,38,1.945035
175.979838,19,1.952354
259.840896,28,1.966848
231.852492,25,1.975504
296.828498,32,1.986974
287.884569,31,2.003192
315.725792,34,2.019481
306.097545,33,2.031247
241.160085,26,2.041607
297.24066,32,2.052874
418.493284,45,2.071485
222.356507,24,2.079538
306.310152,33,2.091791
259.989064,28,2.102109
278.302453,30,2.120648
213.146382,23,2.128719
231.665041,25,2.138411
343.672974,37,2.151708
324.715492,35,2.168328
400.171967,43,2.183588
231.952107,25,2.192623
194.621601,21,2.199928
324.511589,35,2.221494
287.844048,31,2.234001
241.088589,26,2.24362
306.36649,33,2.257504
203.688457,22,2.268594
333.923533,36,2.28153
334.256017,36,2.295348
287.746385,31,2.306675
372.053466,40,2.324709
185.513841,20,2.33506
222.536507,24,2.34406
231.761389,25,2.353585
315.82827,34,2.36954
269.310151,29,2.380671
353.073857,38,2.394152
213.289926,23,2.40234
353.220793,38,2.419818
259.615702,28,2.430152
260.004323,28,2.443279
278.662534,30,2.45484
212.993601,23,2.466741
361.806237,39,2.481521
409.401729,44,2.497434
278.583437,30,2.50816
212.990796,23,2.520329
194.546403,21,2.528229
259.294135,28,2.541776
334.487164,36,2.555263
269.504407,29,2.569276
344.10449,37,2.583193
278.233384,30,2.59399
315.731564,34,2.60636
203.680979,22,2.616973
241.085959,26,2.627171
231.753314,25,2.636151
231.736069,25,2.646821
296.861615,32,2.664397
334.882256,36,2.677275
353.25471,38,2.690379
437.342859,47,2.706104
353.219202,38,2.722245
278.743027,30,2.732576
185.002068,20,2.74107
315.750326,34,2.756695
371.242535,40,2.774185
446.723203,48,2.792095
259.969301,28,2.802836
306.426369,33,2.814764
288.050442,31,2.829661
306.561439,33,2.841124
194.305749,21,2.848894
213.154974,23,2.856921
297.443807,32,2.875594
334.673206,36,2.888993
203.804077,22,2.896993
474.444922,51,2.91633
269.311989,29,2.935391
278.646384,30,2.950732
259.300066,28,2.961892
343.905984,37,2.981014
297.391481,32,2.994877
232.075777,25,3.004451
343.802604,37,3.017668
315.421867,34,3.030015
333.914222,36,3.046652
269.140084,29,3.056565
344.087587,37,3.06955
250.577112,27,3.078972
362.743839,39,3.099634
334.91074,36,3.113217
241.724384,26,3.122595
296.966437,32,3.134417
250.538876,27,3.146977
521.24071,56,3.167645
381.558046,41,3.183255
297.43561,32,3.19501
259.555669,28,3.213635
596.329916,64,3.237554
437.661159,47,3.254322
250.355104,27,3.264286
231.982583,25,3.276843
241.262489,26,3.286456
250.521083,27,3.295756
231.958293,25,3.306594
250.249728,27,3.322888
213.316455,23,3.331654
184.93223,20,3.338875
213.301339,23,3.346968
325.230332,35,3.364608
484.425013,52,3.383162
409.664,44,3.399614
259.860817,28,3.409229
287.874333,31,3.428783
372.018278,40,3.443639
222.574813,24,3.453024
231.934632,25,3.461885
241.074018,26,3.474843
203.823759,22,3.48279
250.260413,27,3.492729
241.330736,26,3.50237
343.841938,37,3.518992
325.260994,35,3.530914
269.521199,29,3.546317
269.307193,29,3.556835
418.284649,45,3.575771
222.529803,24,3.585968
269.139279,29,3.595992
278.152642,30,3.608122
287.42179,31,3.623456
352.645441,38,3.637835
278.268774,30,3.651564
268.768889,29,3.662484
296.953218,32,3.677134
287.827034,31,3.68842
334.542731,36,3.701398
250.59912,27,3.710711
325.218819,35,3.727185
241.422622,26,3.736928
324.637342,35,3.74916
241.250957,26,3.760286
353.846331,38,3.779079
325.3457,35,3.792044
316.111142,34,3.80508
259.630734,28,3.814895
353.422266,38,3.833462
203.970633,22,3.841075
250.365957,27,3.850455
241.321982,26,3.859351
203.818012,22,3.87278
203.905479,22,3.880754
371.83612,40,3.895792
240.923827,26,3.906085
222.39646,24,3.919312
278.401528,30,3.9299
184.964432,20,3.937263
194.730396,21,3.944687
278.421811,30,3.959134
203.724888,22,3.96732
240.983365,26,3.981729
250.461832,27,3.99215
325.190239,35,4.007973
278.80732,30,4.018492
381.243854,41,4.033258
287.706101,31,4.044294
268.706866,29,4.058372
250.367831,27,4.068105
399.771627,43,4.082952
278.347687,30,4.098094
203.784841,22,4.108663
222.436112,24,4.117987
278.697219,30,4.128703
241.349067,26,4.138666
222.267907,24,4.150065
371.288163,40,4.165326
249.953791,27,4.17542
213.062769,23,4.183418
287.804515,31,4.197624
175.7486,19,4.204349
305.852612,33,4.220996
325.446826,35,4.234461
306.589572,33,4.250258
362.572274,39,4.265237
325.76355,35,4.27788
268.917703,29,4.28812
372.397231,40,4.30581
213.156104,23,4.314384
231.736858,25,4.326444
259.84053,28,4.336563
315.996103,34,4.352601
222.611216,24,4.361378
241.084772,26,4.370896
306.580927,33,4.383145
287.599462,31,4.398969
212.996653,23,4.407297
231.864009,25,4.416413
306.60593,33,4.430322
269.429597,29,4.446714
287.320528,31,4.457728
231.61242,25,4.466595
213.219246,23,4.474652
325.123163,35,4.491452
250.944561,27,4.501307
380.609048,41,4.515791
241.28051,26,4.524912
418.342053,45,4.548326
325.429563,35,4.560981
297.105552,32,4.572758
260.001664,28,4.583094
371.900151,40,4.601463
269.356144,29,4.61178
287.354559,31,4.623233
278.121505,30,4.633597
409.516954,44,4.6557
250.496801,27,4.665674
325.130459,35,4.678868
278.330176,30,4.689879
324.68347,35,4.705376
325.190842,35,4.71848
231.775367,25,4.727622
296.823883,32,4.739038
409.60982,44,4.76175
315.384208,34,4.774519
287.814734,31,4.785844
213.332203,23,4.794161
502.735831,54,7.10273
166.897783,18,7.379408
148.308211,16,7.614489
138.97558,15,7.832325
139.045221,15,8.062165
157.4338,17,8.318228
157.526431,17,8.568933
157.727733,17,8.822027
157.395781,17,9.073159
148.216575,16,9.317507
166.919705,18,9.59157
157.797352,17,9.839388
138.865541,15,10.068868
147.928562,16,10.305518
138.769077,15,10.522039
148.085918,16,10.757214
148.230487,16,11.001457
138.812718,15,11.220546
138.739855,15,11.437988
138.531229,15,11.655798
148.089123,16,11.899501
157.708964,17,12.143858
138.89554,15,12.365139
148.198652,16,12.597318
139.066295,15,12.821831
147.986185,16,13.053101
148.358941,16,13.298102
157.522992,17,13.545972
148.14915,16,13.784033
139.087697,15,13.999345
138.705595,15,14.215461
157.745727,17,14.461896
148.169717,16,14.700508
148.368213,16,14.933117
129.689563,14,15.135545
138.6883,15,15.354409
147.961252,16,15.590832
148.46465,16,15.852195
138.731839,15,16.072924
148.443812,16,16.31088
157.440934,17,16.569148
129.595981,14,16.780959
157.592095,17,17.042919
139.018041,15,17.274918
148.183912,16,17.524287
148.288748,16,17.76876
138.792531,15,17.99556
148.357883,16,18.246884
129.575324,14,18.466643
148.222017,16,18.713826
157.602681,17,18.971596
148.415555,16,19.214313
166.801584,18,19.495993
167.05649,18,19.768515
148.318098,16,20.017316
138.75022,15,20.24618
148.206873,16,20.497095
176.021621,19,20.828125
361.496453,39,21.463672
371.69003,40,22.145107
446.646064,48,22.989466
408.954841,44,23.713158
362.21794,39,24.341555
502.630735,54,25.191282
811.680251,87,26.599479
371.302696,40,27.228359
753.908182,81,28.513893
465.227369,50,29.301719
343.599587,37,29.897987
493.464397,53,30.734515
427.789396,46,31.473791
390.616236,42,32.13563
399.720083,43,32.820574
408.965158,44,33.528337
371.634697,40,34.158603
456.126977,49,34.931753
530.844417,57,35.865309
399.665776,43,36.586277
455.898952,49,37.390262
418.455393,45,38.114249
352.588777,38,38.743437
381.211041,41,39.401511
493.604088,53,40.2355
334.354733,36,40.807988
390.576051,42,41.482929
324.802042,35,42.033906
558.528206,60,42.98972
399.730127,43,43.677433
623.556157,67,44.745037
436.862541,47,45.507496
473.851568,51,46.37412
362.285359,39,47.008685
334.435873,36,47.621439
362.550386,39,48.23337
343.589857,37,48.799357
446.701005,48,49.529158
381.126965,41,50.163379
399.796096,43,50.823869
427.880339,46,51.57424
726.350894,78,52.855079
399.721758,43,53.577652
493.188178,53,54.434811
352.741374,38,55.033477
362.048259,39,55.649794
848.165208,91,57.12963
613.842745,66,58.173753
482.546688,52,58.997444
436.598682,47,59.859889
726.030636,78,61.063811
1034.74823,111,62.779555
791.441169,85,64.086947
547.92707,59,65.001378
800.584578,86,66.43678
557.337155,60,67.550932
1146.236721,123,69.510002
885.886025,95,70.966702
791.281868,85,72.283315
538.007612,58,73.169155
679.169282,73,74.385847
594.768889,64,75.36403
707.12946,76,76.554331
866.555648,93,77.974437
1286.960193,138,80.080871
1417.08858,152,82.524218
950.655982,102,84.106443
753.703131,81,85.382113
463.6407,50,86.1727
613.404777,66,87.251261
576.206452,62,88.353412
707.076093,76,89.556984
780.047673,84,90.957152
772.627686,83,92.355793
763.142213,82,93.735262
660.447228,71,94.990002
744.659444,80,96.305715
810.057903,87,97.78898
1213.025512,130,99.967104
1183.662298,127,102.147841
1268.788092,136,104.421754
726.081172,78,105.737757
698.245156,75,107.02049
1090.796534,117,109.040575
510.81425,55,109.908603
464.05155,50,110.695561
1109.955828,119,112.718681
857.250424,92,114.263956
623.024407,67,115.375772
520.239173,56,116.359064
754.09432,81,117.721063
510.775483,55,118.646014
548.422828,59,119.640359
754.075268,81,121.001628
548.298641,59,122.001959
557.458265,60,123.00514
473.345056,51,123.857216
1006.7509,108,125.621724
660.54414,71,126.774526
622.75205,67,127.888682
688.597906,74,129.0982
782.426111,84,130.460583
595.207988,64,131.51161
1399.914635,150,133.955042
791.84742,85,135.336511
801.044248,86,136.736204
632.589123,68,137.873395
932.150397,100,139.503745
679.605311,73,140.683735
782.601406,84,142.075032
801.092585,86,143.488945
482.734895,52,144.327238
782.103692,84,145.685419
941.130722,101,147.349563
520.157271,56,148.270097
782.084481,84,149.636933
772.96908,83,150.981858
463.853754,50,151.805293
632.251051,68,152.911038
510.67869,55,153.809434
904.017906,97,155.381793
763.715402,82,156.712382
707.674829,76,157.986416
482.289117,52,158.844891
576.328468,62,159.857752
838.353377,90,161.32029
604.561903,65,162.378786
660.862652,71,163.545732
454.147388,49,164.33879
510.442134,55,165.257673
763.113321,82,166.645137
538.655991,58,167.637802
678.826596,73,172.121955
997.960419,107,173.890993
688.492106,74,175.034871
772.613313,83,176.306374
548.299557,59,177.211845
1240.352965,133,179.286167
688.368028,74,180.480751
1025.064076,110,182.185484
576.27678,62,183.140593
978.32567,105,184.763524
529.714377,57,185.642878
473.235774,51,186.424316
1072.260893,115,188.216169
912.788941,98,189.729311
1118.275718,120,191.630404
894.523384,96,193.219391
810.095347,87,194.684156
594.743445,64,195.75118
866.240853,93,197.32121
997.766769,107,199.152486
875.394129,94,200.724164
1250.065062,134,203.006987
837.917562,90,205.057185
557.165737,60,206.286742
1446.172739,155,208.918979
903.553929,97,210.497138
857.151426,92,212.031922
772.450177,83,213.410466
1016.433039,109,215.231551
622.486312,67,216.356379
650.943779,70,217.535819
893.199011,96,219.17753
669.588164,72,220.394027
1147.417491,123,222.461117
969.54708,104,224.213603
1259.295401,135,226.622447
1839.984628,197,229.961269
547.759506,59,230.948318
744.355336,80,232.31663
491.847461,53,233.208736
1661.60437,178,236.200741
669.990491,72,237.409349
567.043857,61,238.478547
866.487555,93,240.184234
1015.160122,109,242.150187
744.092298,80,243.478782
1587.018347,170,246.339526
538.440463,58,247.311814
1174.838906,126,249.460829
716.614712,77,250.74431
791.518672,85,252.17354
997.311279,107,253.962417
1109.741361,119,255.906353
472.693636,51,256.741435
1259.072754,135,259.01445
1062.589796,114,260.77524
941.123754,101,262.356526
866.00881,93,263.791998
800.830871,86,265.115691
688.334827,74,266.254497
725.469427,78,267.453956
1044.371242,112,269.209566
922.231605,99,270.733942
1642.801356,176,273.462076
884.873873,95,274.921529
500.940436,54,275.75596
594.838353,64,276.775427
754.094114,81,278.056833
1165.797626,125,280.06312
1016.284769,109,281.80872
725.876974,78,283.120297
1072.011428,115,285.050772
1203.149355,129,287.209786
575.596591,62,288.244659
1287.710166,138,290.608464
575.986279,62,291.664667
753.73292,81,293.064595
1267.537819,136,295.345142
772.541031,83,296.750663
1398.98396,150,299.303218
753.937826,81,300.707218
613.322685,66,301.761589
801.040866,86,303.122347
1202.953691,129,305.171358
594.979752,64,306.18432
838.495318,90,307.798106
941.31254,101,309.570935
1109.651005,119,311.564838
1100.171365,118,313.555195
1016.076412,109,315.388553
753.684086,81,316.749521
735.419153,79,318.077739
1184.451426,127,320.259418
884.914576,95,321.903797
856.87519,92,323.436859
819.376144,88,324.914391
744.485665,80,326.252207
809.693858,87,327.771741
1305.268393,140,330.022384
819.269003,88,331.371887
847.676286,91,332.779911
940.98004,101,334.338589
969.143753,104,336.020047
1034.713131,111,341.72966
950.402569,102,343.286399
1015.73854,109,344.929604
950.302581,102,346.4553
773.312445,83,347.69237
1006.962419,108,349.422313
959.752221,103,350.975529
1380.457072,148,353.314387
641.407328,69,354.390338
931.69479,100,356.040167
1052.864121,113,357.902303
1176.062545,126,360.084844
613.813073,66,361.198358
538.465042,58,362.178462
1680.18998,180,365.194305
1006.809783,108,366.998795
838.252411,90,368.548199
688.633177,74,369.820176
922.327865,99,371.469732
866.292398,93,373.03494
1502.534587,161,375.783061
1661.902083,178,378.772742
837.536576,90,380.313928
865.797451,93,381.888263
931.746511,100,383.614612
884.929797,95,385.209922
698.359634,75,386.460871
1025.16481,110,388.315888
1137.758072,122,390.361021
856.169107,92,391.874827
1437.887099,154,394.39265
1231.227668,132,396.553381
977.969475,105,398.261201
875.439734,94,399.828153
894.13365,96,401.402471
950.009579,102,403.074151
1034.40834,111,404.906293
968.953497,104,406.599177
1118.637168,120,408.560801
1231.112339,132,410.737781
1061.748677,114,412.635952
865.805401,93,414.167078
1034.588513,111,415.984755
763.20796,82,417.330668
1016.085351,109,419.118258
1305.767314,140,421.357563
819.497425,88,422.769095
716.70247,77,423.963025
641.902542,69,425.025687
857.093984,92,426.44524
838.027392,90,427.827385
894.130169,96,429.330555
1211.627496,130,431.520951
641.503199,69,432.637983
838.523187,90,434.077125
819.154833,88,435.472314
800.343062,86,436.829048
1053.509917,113,438.627565
875.066392,94,440.14204
922.24718,99,441.719536
538.616233,58,442.6632
594.788379,64,443.771631
