#{"t_start": 1705861899.780159, "env_id": "BipedalWalker-v3"}
r,l,t
-92.096929,115,0.285159
-92.080509,117,0.380761
-91.586049,144,0.49399
-91.922969,115,0.580078
-91.969896,122,0.687539
-91.923454,108,0.773782
-91.532811,126,0.869239
-92.145709,119,0.96275
-91.943344,112,1.05643
-99.893113,127,1.164521
-91.961121,119,1.27225
-91.956623,120,1.371978
-91.912871,116,1.468487
-99.58529,112,1.566279
-92.022079,115,1.656005
-92.121485,111,1.737682
-99.847477,113,1.820469
-91.74967,115,1.915636
-92.052935,117,2.007792
-92.04869,122,2.100368
-91.973683,121,2.191648
-91.977106,135,2.292692
-91.86085,112,2.37816
-92.002224,122,2.467318
-91.364811,110,2.553815
-91.927456,125,2.649269
-91.485825,117,2.737294
-92.086625,127,2.832608
-91.704667,107,2.915646
-91.772729,115,3.004562
-91.582169,136,3.10765
-92.008096,117,3.200499
-91.971637,107,3.285301
-92.239761,125,3.382216
-91.856743,106,3.465502
-91.473339,117,3.555993
-91.972244,109,3.638623
-91.542897,102,3.720214
-91.885072,113,3.814132
-91.774979,125,3.911615
-91.916462,123,4.002129
-91.879255,123,4.098979
-91.964629,114,4.184284
-91.986134,117,4.278999
-91.721357,114,4.372809
-91.931293,112,4.465032
-91.852144,111,4.552446
-91.919519,113,4.640936
-91.846925,120,4.733508
-91.73985,117,4.825225
-92.06998,119,4.922435
-91.599474,108,5.010978
-91.815915,107,5.09937
-99.882689,113,5.185021
-92.086706,110,5.269306
-91.756344,110,5.352008
-91.698514,111,5.437534
-91.806457,102,5.518154
-91.48885,129,5.610972
-91.874013,121,5.701402
-92.033838,122,5.792219
-91.986501,117,5.884688
-92.113977,118,5.975984
-100.053259,133,6.07562
-92.080705,125,6.172265
-91.973404,116,6.257345
-92.096208,114,6.346996
-91.478334,120,6.438414
-91.563627,115,6.524823
-99.896918,141,6.630612
-91.897744,111,6.718084
-92.066934,116,6.806248
-92.07653,123,6.900451
-91.82359,111,6.985563
-91.737203,117,7.071826
-91.69777,102,7.152561
-91.467031,117,7.243043
-92.203841,109,7.324036
-91.935057,130,7.424149
-91.970783,127,7.520232
-91.998911,115,7.606196
-91.946019,139,7.711075
-91.590478,111,7.798198
-91.944274,109,7.882395
-91.969664,114,7.968492
-91.97376,118,8.673019
-99.195141,93,8.74865
-92.141525,115,8.83538
-91.992821,127,8.934262
-92.468791,89,9.002071
-92.067488,116,9.127289
-91.455981,115,9.278472
-92.068725,122,9.370456
-99.542608,120,9.460716
-91.811067,114,9.545666
-92.136291,118,9.637924
-100.017686,106,9.718778
-92.006776,117,9.816716
-99.844356,136,9.918104
-91.884869,124,10.013149
-99.871188,136,10.118462
-92.112531,129,10.214733
-91.506356,152,10.333845
-91.946621,112,10.425745
-91.864334,116,10.512129
-92.086381,112,10.599728
-91.591584,116,10.689647
-91.963766,125,10.786181
-91.945402,129,10.883131
-92.013434,109,10.963797
-99.835307,124,11.054061
-92.055958,126,11.15198
-91.969387,120,11.248011
-91.980881,115,11.340714
-91.810152,117,11.445438
-91.944585,121,11.540759
-99.628438,112,11.623674
-91.831462,108,11.708386
-97.156884,108,11.790677
-91.916877,115,11.880707
-91.891134,126,11.975103
-99.996737,133,12.074596
-92.015015,121,12.167097
-91.274565,121,12.261456
-91.87705,113,12.347292
-92.034324,116,12.433473
-91.619567,111,12.51939
-92.12267,108,12.602969
