#{"t_start": 1706043738.30263, "env_id": "InvertedDoublePendulumBulletEnv-v0"}
r,l,t
269.090284,29,1.776672
222.572934,24,1.789031
269.492214,29,1.803236
259.738289,28,1.815068
222.328854,24,1.828571
278.472778,30,1.840815
260.024706,28,1.853595
344.007609,37,1.872307
427.370881,46,1.893689
278.665236,30,1.905471
437.589907,47,1.924363
371.47337,40,1.940117
371.4083,40,1.963846
381.665211,41,1.980594
212.769078,23,1.991379
250.581175,27,2.002292
260.323872,28,2.015417
259.944252,28,2.026932
194.553834,21,2.036124
240.989672,26,2.046642
390.02514,42,2.071115
362.660927,39,2.085942
343.921699,37,2.10079
241.519487,26,2.11067
260.051713,28,2.124635
241.309799,26,2.135315
268.971798,29,2.146328
222.603463,24,2.155499
287.937588,31,2.173487
418.843182,45,2.191747
269.00891,29,2.203657
381.199695,41,2.21931
287.590819,31,2.234701
278.323814,30,2.247203
259.828509,28,2.258511
222.450204,24,2.268355
334.566196,36,2.290344
334.275288,36,2.306324
325.107541,35,2.321064
334.242627,36,2.338052
306.271865,33,2.355663
325.383244,35,2.371348
250.48463,27,2.38708
222.593967,24,2.398992
250.500334,27,2.415479
250.704603,27,2.429383
287.867791,31,2.442739
222.713348,24,2.453103
213.269127,23,2.46633
316.252463,34,2.484284
278.721464,30,2.498675
222.62517,24,2.507989
212.793778,23,2.521153
269.059075,29,2.536288
278.617897,30,2.54936
250.704452,27,2.560196
232.251146,25,2.573852
269.460602,29,2.589865
399.656201,43,2.610895
268.978869,29,2.623352
306.509814,33,2.644389
540.382393,58,2.669861
315.970175,34,2.685634
315.769971,34,2.711746
231.892372,25,2.741354
456.364018,49,2.768469
334.233146,36,2.794869
204.022491,22,2.810585
194.445406,21,2.833935
465.374477,50,2.864497
372.082979,40,2.887421
203.938999,22,2.908263
325.306411,35,2.948045
231.795992,25,2.961824
222.612652,24,2.982135
203.528581,22,2.993509
418.735324,45,3.026658
250.356647,27,3.04163
362.961707,39,3.064409
316.103784,34,3.085782
297.375967,32,3.11623
240.767793,26,3.130247
306.500342,33,3.150015
306.500936,33,3.168932
260.117065,28,3.189577
306.419953,33,3.21274
250.504579,27,3.226244
344.240396,37,3.243399
287.459088,31,3.259869
307.199864,33,3.273925
344.017928,37,3.289325
259.974039,28,3.301888
278.528938,30,3.321954
231.769542,25,3.333571
278.121826,30,3.347126
269.471718,29,3.358792
222.759779,24,3.37303
240.82706,26,3.38471
343.809387,37,3.401626
278.063435,30,3.415375
278.705902,30,3.434928
306.430813,33,3.44968
259.606727,28,3.461876
260.216663,28,3.473514
391.050053,42,3.494936
287.690157,31,3.507002
222.435008,24,3.518569
