#{"t_start": 1706041010.135555, "env_id": "InvertedDoublePendulumBulletEnv-v0"}
r,l,t
371.268274,40,1.742749
306.59075,33,1.755265
250.446796,27,1.765398
203.872192,22,1.773792
297.170411,32,1.78948
297.230667,32,1.802577
241.326172,26,1.813656
344.044284,37,1.83226
343.857174,37,1.851044
241.149929,26,1.860607
437.358575,47,1.879801
250.537952,27,1.890092
269.077779,29,1.905455
277.968519,30,1.916486
259.918341,28,1.927176
241.261043,26,1.940138
278.602852,30,1.954209
334.642118,36,1.969379
231.191481,25,1.9787
222.390878,24,1.987578
259.866876,28,2.000536
222.495245,24,2.011193
222.47782,24,2.021197
278.675799,30,2.035614
222.271335,24,2.047214
278.338079,30,2.06047
231.875102,25,2.069923
390.912782,42,2.085392
278.551598,30,2.098982
203.564364,22,2.109004
315.353199,34,2.124637
400.009117,43,2.143923
269.574975,29,2.158078
