#{"t_start": 1706073073.3160288, "env_id": "InvertedDoublePendulumBulletEnv-v0"}
r,l,t
315.204968,34,0.638171
231.911898,25,0.650259
390.787362,42,0.671981
259.812371,28,0.687758
297.293524,32,0.707594
287.771552,31,0.725761
362.9604,39,0.7445
287.943505,31,0.75752
297.034924,32,0.774321
250.738186,27,0.785123
409.231079,44,0.80271
241.338012,26,0.812415
259.754727,28,0.825875
306.647498,33,0.842832
222.236938,24,0.852686
306.609888,33,0.865918
268.968543,29,0.879814
306.588415,33,0.892693
260.056186,28,0.904293
222.59458,24,0.91327
241.451672,26,0.927298
288.012134,31,0.93945
325.160708,35,0.959362
250.430243,27,0.969973
231.939164,25,0.983091
297.180661,32,0.997096
287.945242,31,1.008924
278.460106,30,1.019923
259.892988,28,1.033675
250.779176,27,1.043431
203.707454,22,1.051368
306.232558,33,1.068827
213.164484,23,1.081701
296.875509,32,1.094354
231.644532,25,1.10591
316.08608,34,1.120717
222.418602,24,1.135521
418.980921,45,1.152972
325.094306,35,1.167019
380.991767,41,1.186716
287.946498,31,1.202838
315.684853,34,1.215479
306.357635,33,1.228358
269.105737,29,1.23983
269.207678,29,1.254344
259.637261,28,1.265037
334.521278,36,1.286437
194.62073,21,1.294896
399.860929,43,1.315777
315.859306,34,1.329362
287.957387,31,1.340923
222.808719,24,1.349803
343.736512,37,1.36715
222.461308,24,1.376034
231.915123,25,1.389138
343.84796,37,1.402885
324.972545,35,1.419331
213.590288,23,1.42798
241.103317,26,1.437765
231.550548,25,1.4473
343.997832,37,1.464058
343.741585,37,1.478139
287.573174,31,1.489645
231.917226,25,1.501905
287.826801,31,1.51935
306.433965,33,1.531556
306.434885,33,1.54416
212.930588,23,1.552451
334.548026,36,1.569191
381.493659,41,1.584559
390.34206,42,1.600047
194.7192,21,1.607873
306.918982,33,1.628624
260.029285,28,1.641655
240.989227,26,1.651832
334.173,36,1.665847
297.118172,32,1.68083
241.411288,26,1.690806
231.920115,25,1.701268
278.397051,30,1.713312
184.882625,20,1.724796
306.997283,33,1.741153
222.33983,24,1.750937
343.759993,37,1.765258
259.601712,28,1.77973
306.556286,33,1.792002
436.908173,47,1.809581
362.343148,39,1.823912
241.156858,26,1.837317
231.741858,25,1.849118
325.524173,35,1.862638
259.891016,28,1.874407
325.348662,35,1.890665
352.825723,38,1.90506
297.023022,32,1.917336
297.229499,32,1.929292
259.889145,28,1.945539
297.257469,32,1.957162
362.672451,39,1.972018
231.764068,25,1.98139
333.996227,36,2.000019
437.500038,47,2.017717
278.292794,30,2.031211
287.586022,31,2.046128
371.785366,40,2.068801
241.353146,26,2.079137
306.961546,33,2.095059
353.024058,38,2.108897
325.396618,35,2.125583
316.130499,34,2.138188
325.066702,35,2.151289
306.644747,33,2.167026
241.254704,26,2.179782
287.865058,31,2.191382
418.575512,45,2.208113
278.900213,30,2.219447
260.02596,28,2.233427
259.630589,28,2.243403
334.310831,36,2.256732
287.951149,31,2.271353
503.034327,54,2.294852
222.395392,24,2.303967
241.276765,26,2.314506
194.435234,21,2.322263
213.386074,23,2.335284
307.061758,33,2.347676
334.517872,36,2.360564
315.81656,34,2.373124
240.928222,26,2.388648
297.402011,32,2.403313
306.294186,33,2.415656
