#{"t_start": 1706149131.307621, "env_id": "InvertedDoublePendulumBulletEnv-v0"}
r,l,t
203.916812,22,0.600659
315.951648,34,0.62181
269.539757,29,0.635504
435.598596,47,0.655786
287.798695,31,0.679295
390.738116,42,0.703225
278.280352,30,0.715239
344.125087,37,0.729489
362.550307,39,0.74884
222.295054,24,0.758183
297.097211,32,0.770876
222.566781,24,0.779505
222.636712,24,0.792036
334.350065,36,0.807233
353.544844,38,0.82481
222.722903,24,0.834808
344.055346,37,0.852141
287.968389,31,0.863445
250.590071,27,0.874272
250.77042,27,0.884606
325.008012,35,0.901667
297.221595,32,0.913341
287.952216,31,0.930854
232.091261,25,0.940209
315.788103,34,0.956809
250.406145,27,0.966967
241.276933,26,0.976753
278.528326,30,0.989127
278.400694,30,1.004117
400.010458,43,1.020299
241.100974,26,1.030203
297.090728,32,2.68026
391.110323,42,2.701889
260.153051,28,2.714069
315.977107,34,2.727831
409.535393,44,2.743845
241.422069,26,2.7577
269.247633,29,2.774857
371.214341,40,2.791087
399.76355,43,2.808163
259.404748,28,2.823453
203.984771,22,2.833898
353.104209,38,2.848449
324.747306,35,2.861061
381.754711,41,2.883906
231.687797,25,2.89332
315.492145,34,2.906538
296.846779,32,2.919485
381.509859,41,2.938478
325.538605,35,2.952078
231.781041,25,2.96231
222.463578,24,2.970897
371.622648,40,2.991634
391.01286,42,3.008145
232.174403,25,3.01818
259.881319,28,3.029043
278.137163,30,3.044653
259.640389,28,3.054727
241.14033,26,3.065621
260.084241,28,3.075973
269.398781,29,3.09096
185.050329,20,3.103794
381.555232,41,4.84237
334.473767,36,4.856491
231.948135,25,4.869843
316.031726,34,4.88353
259.776257,28,4.894468
343.712671,37,4.912691
361.599996,39,4.931739
213.090129,23,4.940331
222.507991,24,4.949884
287.249862,31,4.961221
194.521898,21,4.972855
306.467202,33,4.986506
231.781122,25,4.995907
306.259615,33,5.012728
250.460652,27,5.02714
287.955709,31,5.039006
353.596984,38,5.053584
231.812697,25,5.062714
278.12103,30,5.077546
315.990901,34,5.090101
166.786233,18,5.096831
325.257192,35,5.109555
297.44024,32,5.126692
278.767567,30,5.138735
343.939985,37,5.152606
203.702995,22,5.160606
250.377551,27,5.175092
343.513984,37,5.189666
203.739381,22,5.197674
241.048879,26,5.207581
343.608772,37,5.227471
269.076826,29,5.243194
325.654321,35,5.257106
315.606524,34,6.805151
381.475078,41,6.82552
250.470391,27,6.837278
222.76338,24,6.846666
278.51012,30,6.859824
241.226719,26,6.875315
297.067852,32,6.888189
222.443769,24,6.897515
185.303043,20,6.905424
343.826788,37,6.923113
278.278959,30,6.934855
231.818206,25,6.944035
287.953977,31,6.955328
269.240238,29,6.972153
194.550275,21,6.981181
278.388026,30,6.992808
306.627352,33,7.005951
259.984845,28,7.019958
306.444501,33,7.031769
287.810749,31,7.043917
287.669074,31,7.056139
325.326056,35,7.072775
269.049342,29,7.087769
259.634694,28,7.09847
325.46703,35,7.111527
204.165846,22,7.123386
399.883127,43,7.140198
203.794345,22,7.148203
278.509099,30,7.160253
278.188075,30,7.176257
335.001824,36,7.190055
287.946616,31,7.204957
213.177462,23,7.213384
194.622668,21,7.224709
399.616096,43,8.774865
212.895119,23,8.784414
241.23995,26,8.794438
259.752167,28,8.809239
184.987743,20,8.817409
390.43118,42,8.833791
260.011462,28,8.844914
213.153382,23,8.856754
250.667445,27,8.867303
278.484315,30,8.884264
241.219126,26,8.895149
334.709981,36,8.912901
278.444343,30,8.924237
428.112128,46,8.94237
362.734645,39,8.956821
306.39466,33,8.971934
315.882872,34,8.98528
269.006366,29,9.000206
241.35067,26,9.010227
231.696919,25,9.023646
194.593988,21,9.031341
231.525156,25,9.041617
231.732732,25,9.051093
222.6435,24,9.064082
325.591111,35,9.0772
204.230089,22,9.085535
353.556381,38,9.100594
241.207718,26,9.115234
194.490886,21,9.12281
204.079454,22,9.130746
306.516755,33,9.144655
287.83624,31,9.159912
185.156143,20,9.167805
269.243221,29,9.178964
260.157869,28,9.189642
465.150152,50,10.780204
325.314151,35,10.794537
250.624871,27,10.804844
259.932448,28,10.815829
287.768881,31,10.833945
185.068337,20,10.841529
250.618447,27,10.852463
194.625654,21,10.860215
222.371972,24,10.87253
390.950664,42,10.889192
288.18629,31,10.901145
445.697946,48,10.918885
306.123436,33,10.939534
418.687785,45,10.957792
259.71707,28,10.969306
325.182725,35,10.982322
287.627017,31,10.997117
203.974356,22,11.006238
259.903722,28,11.016555
194.425334,21,11.024625
185.179565,20,11.036297
287.968356,31,11.048433
316.152576,34,11.064788
334.708314,36,11.078134
259.862366,28,11.092112
203.96598,22,11.100938
250.477243,27,11.111292
250.505836,27,11.121948
325.64587,35,11.138706
297.243074,32,11.150445
260.280465,28,11.16079
278.516958,30,11.176956
213.083457,23,11.188327
232.091455,25,12.675047
408.208427,44,12.692672
325.337192,35,12.707511
297.415455,32,12.723631
315.783129,34,12.737596
316.099679,34,12.750383
278.688762,30,12.765347
203.917805,22,12.779178
278.508976,30,12.790624
231.791099,25,12.800962
287.984051,31,12.813802
288.036194,31,12.83015
381.557459,41,12.845687
437.510354,47,12.864575
259.892747,28,12.879508
316.384894,34,12.895129
250.301585,27,12.905613
269.124914,29,12.91667
269.112292,29,12.927432
213.216679,23,12.939197
240.996911,26,12.949193
241.256896,26,12.959187
240.856232,26,12.969179
315.594241,34,12.991789
250.627561,27,13.002573
325.365241,35,13.015679
296.914214,32,13.027441
344.277112,37,13.044741
222.633574,24,13.05372
222.805079,24,13.062461
250.112457,27,13.072252
260.229928,28,13.086753
213.150694,23,13.095155
260.038274,28,14.650275
521.334854,56,14.67249
268.991088,29,14.687434
250.125651,27,14.701515
222.725613,24,14.710745
222.356809,24,14.720797
381.548699,41,14.741753
231.733102,25,14.751865
260.23395,28,14.762894
231.878431,25,14.77278
287.96265,31,14.788357
343.533629,37,14.808432
400.101388,43,14.826007
241.255013,26,14.836268
212.951693,23,14.849066
389.67247,42,14.8652
222.294328,24,14.874162
343.454879,37,14.888092
213.117895,23,14.900501
297.057894,32,14.917001
259.77363,28,14.92799
250.235172,27,14.938608
306.506668,33,14.954639
213.266506,23,14.963291
222.458154,24,14.973021
269.08698,29,14.984189
381.530563,41,15.003946
334.677669,36,15.018415
316.173926,34,15.03474
352.851506,38,15.053094
390.491141,42,15.072093
241.322492,26,15.082272
213.085482,23,16.613207
343.749272,37,16.628453
306.554492,33,16.648859
222.13844,24,16.658031
241.06432,26,16.668876
296.739025,32,16.680444
437.806851,47,16.703685
306.530686,33,16.716164
250.506843,27,16.726099
241.152633,26,16.735793
213.426505,23,16.75045
213.241595,23,16.759429
306.35154,33,16.772706
269.37136,29,16.783742
371.359273,40,16.802878
203.841298,22,16.810934
259.902458,28,16.822033
316.084205,34,16.834531
194.597941,21,16.845185
269.403754,29,16.855945
306.422338,33,16.87418
268.894115,29,16.885661
334.661206,36,16.902879
250.562369,27,16.912752
259.801606,28,16.926585
465.780635,50,16.946075
278.094839,30,16.961398
287.898815,31,16.972874
306.400075,33,16.990543
241.132021,26,17.00067
241.234992,26,17.014251
297.136208,32,17.026362
231.529369,25,17.036423
278.838696,30,18.543472
483.173396,52,18.593264
297.402397,32,18.624909
213.149547,23,18.635076
269.422606,29,18.648058
278.496162,30,18.665723
222.313341,24,18.67699
269.145476,29,18.688992
353.292876,38,18.703949
325.502581,35,18.724959
296.872176,32,18.737967
324.981203,35,18.751349
250.509544,27,18.76104
324.937048,35,18.777565
231.774948,25,18.787379
269.342269,29,18.798139
203.764529,22,18.806291
381.517855,41,18.829523
222.497056,24,18.839348
353.443806,38,18.853666
306.20959,33,18.865531
250.589987,27,18.878992
287.913545,31,18.89046
269.108915,29,18.901071
240.914299,26,18.910778
278.484135,30,18.930175
250.496834,27,18.940924
260.05561,28,18.951471
203.642798,22,18.959931
343.82088,37,18.977166
250.563269,27,18.987709
213.178752,23,18.99667
278.749953,30,19.007911
231.955843,25,20.903091
138.550272,15,21.157956
148.393125,16,21.436975
148.355594,16,21.722435
148.210036,16,22.026451
138.894769,15,22.296314
129.749439,14,22.551169
157.464077,17,22.875589
139.023665,15,23.159369
148.424828,16,23.463266
129.683646,14,23.747713
129.5829,14,24.018852
148.23734,16,24.335167
139.003489,15,24.625909
148.397582,16,24.934516
148.335645,16,25.262492
138.766257,15,25.557047
138.93037,15,25.84396
138.924901,15,26.139426
138.716383,15,26.42868
138.813906,15,26.724531
148.208707,16,27.044549
148.087514,16,27.364444
139.062033,15,27.67451
129.548835,14,27.991596
129.662516,14,28.306805
148.411054,16,28.670945
148.214647,16,29.028622
148.109524,16,29.381324
148.162143,16,29.75581
148.386976,16,30.080141
139.069479,15,30.427071
129.645267,14,30.71335
138.781548,15,31.010574
138.997736,15,31.350489
157.529539,17,31.683172
129.527582,14,31.966134
138.811627,15,32.263384
138.868476,15,32.56302
148.208381,16,32.886372
148.143736,16,33.385903
139.077016,15,33.682422
129.740221,14,33.960657
157.437842,17,34.29737
148.509049,16,34.622448
157.521939,17,34.977425
138.969999,15,35.290876
148.360007,16,35.616411
148.250744,16,35.9462
148.087603,16,36.274352
129.532625,14,36.597334
138.853027,15,36.921423
148.344359,16,37.349796
148.400479,16,37.717826
148.427677,16,38.069513
129.544528,14,38.381751
139.043227,15,38.722403
148.278162,16,39.084484
148.16605,16,39.437187
148.165917,16,39.845414
148.391742,16,40.359739
148.548258,16,40.788364
148.19432,16,41.129899
138.722015,15,41.436013
139.02605,15,41.755595
148.236201,16,42.922494
138.754989,15,43.599089
148.480106,16,43.959541
129.746541,14,44.284071
139.011974,15,44.604382
138.968114,15,44.913052
148.205192,16,45.261404
148.473655,16,45.601539
148.253867,16,45.934125
148.334325,16,46.293759
129.576007,14,46.61729
139.019517,15,46.963726
148.380587,16,47.319986
148.379972,16,47.670971
129.618741,14,48.014359
139.032926,15,48.397041
148.173252,16,48.811724
139.035081,15,49.181153
138.82262,15,49.550494
157.217872,17,49.998414
268.821067,29,50.67529
343.794059,37,51.553593
324.646742,35,52.43634
324.817794,35,53.242821
343.727881,37,54.085483
483.857812,52,55.369887
576.869918,62,56.840606
399.699828,43,57.809528
633.377251,68,59.617421
502.845335,54,61.145871
521.378331,56,62.453697
492.877947,53,63.71195
539.008069,58,65.12645
342.582137,37,65.968789
418.089796,45,70.350757
426.670649,46,71.420792
511.451332,55,72.763726
511.096342,55,74.229553
614.609685,66,75.822391
389.46145,42,76.809786
464.575485,50,77.959307
474.129921,51,79.139802
510.83106,55,80.452784
716.973679,77,82.242767
389.88738,42,83.208525
530.226035,57,84.509187
473.600164,51,85.755432
913.756001,98,88.017938
642.503223,69,89.590852
586.072165,63,91.091543
745.31976,80,92.908404
483.044007,52,97.699783
445.446822,48,98.804231
435.232859,47,99.847845
445.469738,48,100.969853
567.446387,61,102.342697
707.916905,76,104.087117
1241.146245,133,107.06982
520.352863,56,108.367326
492.033019,53,109.562806
875.98955,94,111.697952
801.142638,86,113.620253
978.974006,105,115.972921
819.812703,88,117.953826
913.623973,98,123.941093
660.331786,71,125.557658
735.466318,79,127.308901
501.572869,54,128.513247
791.935118,85,130.418678
463.598718,50,131.563114
603.989123,65,133.013926
998.87323,107,135.484452
417.209669,45,136.485476
426.657025,46,137.510482
473.598036,51,138.700819
501.68354,54,139.91651
576.57704,62,141.330829
501.48843,54,142.527964
583.196463,63,143.925845
595.450717,64,145.373952
614.150509,66,150.304818
548.754646,59,151.679465
801.480521,86,153.587847
733.726223,79,155.474261
529.782655,57,156.683801
539.491795,58,157.960375
