#{"t_start": 1706106438.6750178, "env_id": "LunarLander-v2"}
r,l,t
-614.585345,79,0.255463
-425.781638,56,0.290074
-438.340692,63,0.327867
-274.155217,84,0.383443
-526.630454,72,0.425729
-665.322243,67,0.468738
-339.352928,89,0.551727
-373.244167,70,0.620117
-359.487536,72,0.690625
-359.948328,62,0.735395
-211.775155,80,0.786552
-632.578454,65,0.825103
-284.163854,79,0.874238
-438.973353,64,0.914033
-491.294285,68,0.953687
-147.887817,70,0.997243
-318.293409,66,1.035584
-578.823692,80,1.110157
-470.337271,120,1.211011
23.474695,81,1.281703
-97.220953,52,1.423105
-271.048833,69,1.486295
-471.194818,72,1.546551
-105.187116,80,1.614758
-133.212644,64,1.665488
-115.113773,58,1.712832
-156.792733,83,1.777658
-998.496963,84,1.851674
-203.401721,59,1.892292
-253.162213,88,1.945439
-520.352137,67,1.985504
-361.461552,116,2.056282
-79.05872,58,2.089757
-55.713829,89,2.146485
-625.884171,68,2.186227
-502.493363,73,2.233959
-176.125424,60,2.268952
-538.193822,81,2.318861
-112.744695,71,2.360951
-147.068223,71,2.405416
-135.485111,70,2.454215
-475.957144,91,2.510957
-99.536467,80,2.564112
-128.351983,84,2.633368
-167.640578,62,2.671254
-566.058934,90,2.727833
-559.513834,103,2.788722
-321.855785,176,2.89783
-337.225493,78,2.95159
-297.814969,65,2.990327
-500.780871,81,3.040637
-136.230058,58,3.075979
-358.11528,71,3.119041
-147.431979,67,3.161336
-303.948619,86,3.212343
-206.524989,64,3.252542
-180.105829,72,3.296675
-96.385021,52,3.327377
-314.469614,53,3.362158
-240.78761,83,3.412805
-564.04671,94,3.477722
-162.338758,77,3.524508
-26.305926,91,3.581866
-88.349088,53,3.612993
-126.792376,62,3.653488
-541.580666,78,3.700327
-470.927819,86,3.752811
-288.202339,71,3.795168
-129.61283,72,3.836895
-265.297217,57,3.872901
-198.397333,55,3.906492
-224.171926,88,3.960695
-126.715034,87,4.012336
-576.016761,67,4.05506
-417.936207,87,4.10794
-101.313394,59,4.142278
-392.702761,64,4.183798
-71.963324,59,4.219235
-73.029896,76,4.266189
-71.05423,97,4.323947
-148.808021,87,4.38539
-162.298843,69,4.437014
-205.027864,78,4.485119
-388.264852,76,4.531752
-129.229994,67,4.574169
-112.933915,62,4.61138
-187.323924,76,4.656467
-133.00204,68,4.699023
-299.00558,98,4.755835
-247.155262,60,4.794055
-554.095069,100,4.853686
-89.430184,53,4.887501
-222.68552,215,5.016138
-166.653094,79,5.06156
-129.460505,59,5.098741
-170.121316,79,5.145626
-313.815706,107,5.210128
-247.600722,78,5.256221
-180.294383,56,5.292864
-125.83754,49,5.322616
-276.000969,67,5.395188
-4.779515,74,5.43996
-125.76441,69,5.480757
-91.3608,52,5.515006
-74.168887,68,5.556761
-176.708669,77,5.603827
-698.066278,70,5.648011
